textgroup;context;source;language;plural;translation
default;;"Team members";fr;0;"Membres de l'équipe"
default;;"Team members";nl;0;Teamleden
default;;Teasers;fr;0;" Accroches"
default;;Teasers;nl;0;Samenvattingen
default;;"Telephone number";fr;0;"Numéro de téléphone"
default;;"Telephone number";nl;0;Telefoonnummer
default;;"Term Description";de;0;"Beschreibung der Begriffe."
default;;"Term Description";fr;0;"Description du terme"
default;;"Term Description";nl;0;"Term beschrijving"
default;;"Term description";fr;0;"description du terme"
default;;"Term description";nl;0;"Trefwoord beschrijving"
default;;"Term description textarea";fr;0;"Zone de texte de description du terme"
default;;"Term description textarea";nl;0;"Trefwoord beschrijving tekstveld"
default;;"Term description.";fr;0;"description du terme."
default;;"Term description.";nl;0;"Trefwoord beschrijving."
default;;"Test e-mails successfully sent to the following e-mail(s): %emails.";fr;0;"Courriel d'essai envoyé avec succès à l'/aux adresses suivantes: %emails."
default;;"Test e-mails successfully sent to the following e-mail(s): %emails.";nl;0;"De test e-mails zijn succesvol verzonden naar de volgende adressen: %emails."
default;;Text;fr;0;Texte
default;;Text;nl;0;Tekst
default;;"Text alignment";nl;0;Tekstuitlijning
default;;"Text for ""Other..."" option";fr;0;"Texte pour l'option ""Autre ..."""
default;;"Text for ""Other..."" option";nl;0;"Tekst voor ""Andere..""-optie"
default;;"Text on page";fr;0;"Texte à la page"
default;;"Text on page";nl;0;Paragraaf
default;;"Text on pane";fr;0;"Texte dans le carreau"
default;;"Text on pane";nl;0;Paragraaf
default;;"Text to display";fr;0;"Texte à afficher"
default;;"Text to display";nl;0;"Weer te geven tekst"
default;;Textarea;fr;0;"Zone de texte"
default;;Textarea;nl;0;Tekstvlak
default;;Textfield;fr;0;" Champ texte	"
default;;Textfield;nl;0;Tekstveld
default;;Th;fr;0;Je
default;;Th;nl;0;Do
default;;"Thank you for your submission.";fr;0;"Merci pour votre contribution"
default;;"Thank you for your submission.";nl;0;"We hebben je inzending goed ontvangen. Bedankt hiervoor!"
default;;"Thank you message";fr;0;"Merci pour votre message"
default;;"Thank you message";nl;0;"Bedankwoordje na het verzenden van het formulier"
default;;"Thank you, your submission has been received.";fr;0;"Merci, votre contribution est recevré"
default;;"Thank you, your submission has been received.";nl;0;"Bedankt! De inzending is ontvangen."
default;;"The %authenticated role applies to any user signed into the site, regardless of other assigned roles.";fr;0;"Le %a rôle authentifié s'applique à tout utilisateur connecté au site, indépendamment des autres rôles assignés."
default;;"The %authenticated role applies to any user signed into the site, regardless of other assigned roles.";nl;0;"De rol %authenticated geldt voor elke ingelogde gebruiker, ongeacht of deze nog andere rollen heeft."
default;;"The %theme theme has been disabled.";de;0;"Das Theme %theme wurde deaktiviert."
default;;"The %theme theme has been disabled.";fr;0;" Le thème %theme a été désactivé.	"
default;;"The %theme theme has been disabled.";nl;0;"Het theme %theme werd uitgeschakeld."
default;;"The %theme theme has been enabled.";de;0;"Das Theme %theme wurde aktiviert."
default;;"The %theme theme has been enabled.";fr;0;" Le thème %theme a été activé.	"
default;;"The %theme theme has been enabled.";nl;0;"Het theme %theme is ingeschakeld."
default;;"The %theme theme was not found.";de;0;"Das Theme %theme wurde nicht gefunden."
default;;"The %theme theme was not found.";fr;0;" Le thème %theme n'a pas été trouvé.	"
default;;"The %theme theme was not found.";nl;0;"Het theme %theme is niet gevonden."
default;;"The 'unpublish on' date must be later than the 'publish on' date.";nl;0;"De 'Depubliceer op' datum moet later zijn dan de 'Publiceer op' datum."
default;;"The <em>Custom URL</em> option supports Webform token replacements.";fr;0;"L'option <em>URL personnalisé</em> gère les remplacements des tokens du formulaire web."
default;;"The <em>Custom URL</em> option supports Webform token replacements.";nl;0;"De <em>Aangepaste URL</em>-optie ondersteunt Webform token-vervangingen."
default;;"The <em>From</em> address in automated e-mails sent during registration and new password requests, and other notifications. (Use an address ending in your site's domain to help prevent this e-mail being flagged as spam.)";fr;0;"L'adresse <em>De</em> dans les courriels automatisés envoyés lors de l'inscription et des demandes denouveau  mot de passe et d'autres notifications. (Utiliser une adresse se terminant par le nom de votre site afin d'éviter que ce courrriel ne soit classé pourriel.)"
default;;"The <em>From</em> address in automated e-mails sent during registration and new password requests, and other notifications. (Use an address ending in your site's domain to help prevent this e-mail being flagged as spam.)";nl;0;"Het <em>vanaf</em>-adres in geautomatiseerde e-mails wordt gebruikt tijdens de registratie en andere meldingen. Gebruik een adres dat eindigt in het domein van uw site om te voorkomen dat deze e-mail wordt gemarkeerd als spam."
default;;"The Codex Flanders API is temporarily unavailable.";nl;0;"Codex Vlaanderen API is tijdelijk onbeschikbaar."
default;;"The End date must be greater than the Start date.";fr;0;"La date de fin doit être supérieure à la date de début."
default;;"The End date must be greater than the Start date.";nl;0;"de einddatum kan niet voor de begindatum plaatsvinden."
default;;"The IP address that was used when submitting the webform.";fr;0;"L'adresse IP utilisée lors de la soumission du formulaire web."
default;;"The IP address that was used when submitting the webform.";nl;0;"Het IP-adres dat werd gebruikt bij het inzenden van het formulier"
default;;"The Mega Dropdown you selected has been deleted";fr;0;"Le Méga menu déroulant que vous avez sélectionné a été supprimé"
default;;"The Mega Dropdown you selected has been deleted";nl;0;"De geselecteerde Mega Dropdown werd verwijderd. "
default;;"The PDF footer text. 2 rows maximum. The following special element can be used: %pagenumber - number of the page, %totalpage - total page count.";nl;0;"De PDF voettekst. Maximaal 2 rijen. Het volgende speciale element kan gebruikt worden: %pagenumber - number of the page, %totalpage - total page count."
default;;"The URL %url is not valid.";fr;0;"Le URL %url n'est pas valide."
default;;"The URL %url is not valid.";nl;0;"De URL (%url) is niet geldig. TIP: voeg http:// toe."
default;;"The URL is not a valid RSS source.";fr;0;"L'URL n'est pas une source RSS valide."
default;;"The URL is not a valid RSS source.";nl;0;"De URL is geen geldige RSS bron."
default;;"The Webform form body display for this node.";fr;0;"L'affichage du corps du formulaire Webform pour ce noeud."
default;;"The Webform form body display for this node.";nl;0;"De berichttekstweergave van het Webform-formulier voor deze node."
default;;"The block %info was deleted.";fr;0;"Le bloc %info à été supprimé."
default;;"The block %info was deleted.";nl;0;"Het blok %info is verwijderd."
default;;"The changes have been saved.";fr;0;" Les changements ont été enregistrés.	"
default;;"The changes have been saved.";nl;0;"De wijzigingen zijn bewaard."
default;;"The comment and all its replies have been deleted.";fr;0;" Le commentaire et toutes ses réponses ont été supprimés.	"
default;;"The comment and all its replies have been deleted.";nl;0;"De reactie en de bijbehorende antwoorden zijn verwijderd."
default;;"The content of the PDF file can be defined here, the text can be formatted with HTML and CSS tags.";nl;0;"De inhoud van het PDF bestand kan hier bepaald worden, de tekst kan opgemaakt worden met HTML en CSS code."
default;;"The content of this field is kept private and will not be shown publicly.";fr;0;"Le contenu de ce champ demeure privé et ne sera pas affiché publiquement."
default;;"The content of this field is kept private and will not be shown publicly.";nl;0;"The inhoud van dit veld is privé en wordt niet publiek getoond."
default;;"The content on this page has either been modified by another user, or you have already submitted modifications using this form. As a result, your changes cannot be saved.";fr;0;"Soit le contenu de cette page a été  modifié par un autre utilisateur soit vous avez déjà soumis des modifications à l'aide de ce formulaire. Par conséquent, les modifications ne peuvent pas être enregistrées."
default;;"The content on this page has either been modified by another user, or you have already submitted modifications using this form. As a result, your changes cannot be saved.";nl;0;"De inhoud van deze pagina wordt gewijzigd door een andere gebruiker of de aanpassingen zijn al bewaard. Hierdoor kunnen wijzigingen niet opgeslagen worden."
default;;"The date the webform was submitted.";fr;0;"La date du formulaire est soumis."
default;;"The date the webform was submitted.";nl;0;"De datum waarop het webformulier werd ingediend."
default;;"The date this submission was submitted.";fr;0;"La date du contribution est soumis."
default;;"The date this submission was submitted.";nl;0;"De datum waarop deze inzending is ingezonden."
default;;"The default format for new e-mail settings. Webform e-mail options take precedence over the settings for system-wide e-mails configured in MIME mail.";fr;0;"Format par défaut pour les paramètres des nouveaux courriels. Les options de courriel du formulaire web ont la préséance sur les paramètres de courriels à l'échelle du système configurés au format MIME."
default;;"The default format for new e-mail settings. Webform e-mail options take precedence over the settings for system-wide e-mails configured in MIME mail.";nl;0;"Het standaardformaat voor nieuwe e-mailinstellingen. Webform e-mailopties gaan vóór de instellingen voor systeem-algemene e-mail zoals ingesteld in MIME-mail."
default;;"The default sender address for emailed webform results; often the e-mail address of the maintainer of your forms.";fr;0;"L'adresse d'expéditeur par défaut pour les résultats du formulaire web envoyés électroniquement ; souvent l'adresse électronique du gérant de vos formulaires."
default;;"The default sender address for emailed webform results; often the e-mail address of the maintainer of your forms.";nl;0;"Standaard afzenderadres voor verstuurde webformulier resultaten. Dit  is vaak het e-mailadres van de beheerder van de formulieren."
default;;"The default sender name which is used along with the default from address.";fr;0;"Le nom d'expéditeur par défaut qui est employé en même temps que l'adresse d'expéditeur par défaut."
default;;"The default sender name which is used along with the default from address.";nl;0;"Standaard afzendernaam, wordt samen met het e-mailadres weergegeven."
default;;"The default subject line of any e-mailed results.";fr;0;"La ligne objet par défaut des quelconques résultats expédiés électoniquement."
default;;"The default subject line of any e-mailed results.";nl;0;"De standaard onderwerpregel voor bevestigings E-Mails."
default;;"The default value of the field.";fr;0;"La valeur par défaut du champ. "
default;;"The default value of the field.";nl;0;"Standaardwaarde van dit veld."
default;;"The description associated with a taxonomy term.";fr;0;"La description associée à un terme de taxonomie."
default;;"The description associated with a taxonomy term.";nl;0;"De omschrijving geassocieerd met een trefwoord."
default;;"The displayed description for a search page.";fr;0;"La description affichée pour une page de recherche."
default;;"The displayed description for a search page.";nl;0;"De getoonde beschrijving voor een zoekpagina."
default;;"The download will be available for 5 days.";fr;0;"Le téléchargement sera disponible pendant 5 jours."
default;;"The download will be available for 5 days.";nl;0;"De download blijft vijf dagen beschikbaar."
default;;"The e-mail address you entered is not valid.";fr;0;"L'adresse de courriel saisie est incorrecte."
default;;"The e-mail address you entered is not valid.";nl;0;"Het e-mailadres is niet geldig."
default;;"The earliest date that may be entered into the field.";fr;0;"La première date qui peut être saisie dans le champ."
default;;"The earliest date that may be entered into the field.";nl;0;"De vroegste datum die ingevoerd mag worden in het veld."
